event_date,country,latitude,longitude,airport_code,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,weather_condition,aircraft_damage
1/6/2014,United States,45.208611,-84.960556,N98,Airplane,N1046L,MOONEY,M20R,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/4/2014,United States,33.454444,-118.286666,AVX,Airplane,N114DE,PRIZIO,TEXAS SPRT CUB TX11J,TRUE,1,Reciprocating,Personal,VMC,Destroyed
11/19/2013,United States,26.163333,-80.069445,FLL,Airplane,XA-USD,LEARJET,35,FALSE,2,Turbo Fan,Positioning,VMC,Destroyed
11/17/2013,United States,35.014722,-77.960556,DPL,Airplane,N132FW,FOCKE-WULF,FWP 149D,FALSE,1,Reciprocating,Personal,IMC,Destroyed
11/7/2013,United States,21.572778,-158.197222,HDH,Airplane,N65070,CESSNA ECTOR,305A,FALSE,1,Reciprocating,Glider Tow,VMC,Substantial
11/24/2013,United States,32.0425,-90.028334,KNEW,Airplane,N113SF,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/1/2013,United States,34.112222,-117.686944,CCB,Airplane,N400XW,YUNEEC,YUNEEC,TRUE,1,Electric,Business,VMC,Substantial
10/2/2013,United States,42.126667,-86.428056,BEH,Airplane,N8084W,PIPER,PA 28-180,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/30/2013,United States,32.233334,-97.380556,3TX6,Airplane,N8878B,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/8/2013,United States,38.97,-75.866389,RJD,Airplane,N4216V,CESSNA,170,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/19/2013,United States,43.513611,112.070556,IDA,Airplane,N191TP,BEECH,C90 - A,FALSE,2,Turbo Prop,Business,VMC,Substantial
10/5/2016,United States,61.595,-149.088611,PAQ,Airplane,N8895H,NORTH AMERICAN,NAVION,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/24/2016,United States,27.195833,-81.836666,X06,Powered Parachute,N149SC,SIX CHUTER INC,LEGEND XL,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/27/2016,United States,33.601389,-95.073611,LBR,Airplane,N8024J,RANS,COYOTE S 4,TRUE,1,Reciprocating,Personal,VMC,Substantial
4/30/2015,United States,34.675556,-90.345833,UTA,Airplane,N91WD,WILLIAM D DURKEE,RV-6,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/31/2005,United States,40.966667,-122.683333,O86,Airplane,N8166V,Cessna,A150M,FALSE,1,Reciprocating,Personal,VMC,Destroyed
7/31/2005,United States,30.711389,-91.479167,HZR,Airplane,N1703N,Cessna,120,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/29/2005,United States,43.984444,-88.556944,OSH,Airplane,C-IAVT,Wilson,Acrolite 1T,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/26/2005,United States,36.454444,-82.893333,RVN,Airplane,N84FS,Flight Design,CTSW,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/20/2005,United States,34.905278,-117.883611,EDW,Airplane,N106ED,Cessna,172S,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/24/2015,United States,27.961389,-82.727223,CLW,Airplane,N1576V,CESSNA,172M,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/20/2005,United States,36.206389,-115.19,VGT,Airplane,N4961D,Cessna,172N,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/19/2005,United States,38.135833,-78.452778,CHO,Airplane,N3537B,Cessna,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/18/2005,United States,38.193333,-121.703611,O88,Airplane,N68475,Cessna,152,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/18/2005,United States,33.357222,-84.571667,FFC,Airplane,N143PF,Piper,PA-34-200,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/17/2005,United States,35.341666,-79.436944,5NC3,Airplane,N49KB,Beech,35,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/19/2015,United States,26.1525,-81.775556,APF,Airplane,N100PM,CESSNA,172S,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/15/2005,United States,39.653333,-75.014444,CO1,Airplane,N48408,Grumman,G164A,FALSE,1,Reciprocating,Positioning,VMC,Substantial
7/14/2005,United States,34.654444,-112.419723,PRC,Airplane,N2958D,Cessna,170B,FALSE,1,Reciprocating,Instructional,VMC,Substantial
7/14/2005,United States,41.533333,-89.583333,PVT,Airplane,N8962Q,Aero Commander,S2R,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
7/14/2005,United States,44.062778,-88.557222,51WI,Airplane,N125WH,Hirsch,RV-6A,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/13/2005,United States,45.316389,-122.605278,OG30,Airplane,N5576D,Beech,H-35,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/13/2005,United States,33.645555,-81.866945,S17,Airplane,N30SP,Jabiru Aircraft,SK0007,TRUE,1,Reciprocating,Personal,VMC,Substantial
7/12/2005,United States,18.461667,-66.107777,TJIG,Helicopter,N27VT,Bell,206B,FALSE,1,Turbo Shaft,Personal,VMC,Substantial
4/19/2015,United States,26.732778,-81.897222,94FL,Airplane,N88AX,CIRRUS DESIGN CORP,SR22,FALSE,1,Reciprocating,Personal,VMC,Substantial
7/12/2005,United States,46.016667,-98.233333,2D5,Airplane,N4232X,Rockwell,S-2R,FALSE,1,Reciprocating,Aerial Application,VMC,Substantial
7/9/2005,United States,35.157222,-82.122223,33A,Helicopter,N301MG,Schweizer,269C-1,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/18/2015,United States,35.1675,-86.065833,BGF,Airplane,N9680M,MOONEY,M20C,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/18/2015,United States,33.925834,-97.296389,37K,Airplane,N12DR,DOUGLAS RIPLEY,PITTS MODEL 12,TRUE,1,Reciprocating,Personal,VMC,Substantial
4/17/2015,United States,46.383056,-112.760278,38S,Airplane,N7374W,PIPER,PA 28-180,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/26/2005,United States,37.825,-75.997777,TGI,Airplane,N19681,Cessna,172L,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/26/2005,United States,43.05,-83.283333,D95,Airplane,N3184U,Cessna,182F,FALSE,1,Reciprocating,Business,VMC,Substantial
6/24/2005,United States,42.805,-72.003056,AFN,Airplane,N37709,Porterfield,CP-65,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/17/2015,United States,31.166667,-94.791666,LFK,Airplane,N421PK,CESSNA,421B,FALSE,2,Reciprocating,Personal,IMC,Substantial
6/23/2005,United States,29.061667,-82.376389,X35,Airplane,N466FL,Piper,PA-28-140,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/19/2005,United States,39.760833,-101.795833,SYF,Airplane,N53462,Cessna,172P,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/14/2015,United States,43.894722,-85.284722,9C8,Airplane,N850WM,SOCATA,TBM700,FALSE,1,Turbo Prop,Instructional,VMC,Substantial
6/17/2005,United States,33.350556,-98.751667,KONY,Gyrocraft,N121CC,CarterCopter LLC,CarterCopter,FALSE,1,Reciprocating,Flight Test,VMC,Substantial
6/16/2005,United States,30.211944,-85.682778,KPFN,Airplane,N45372,Cessna,150M,FALSE,1,Reciprocating,Other Work Use,VMC,Substantial
6/15/2005,United States,39.499166,-118.748889,FLX,Airplane,N177BJ,Cessna,177B,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/11/2005,United States,34.383333,-118.983333,CMA,Airplane,N647J,Aviat,Pitts S-1T,FALSE,1,Reciprocating,Personal,VMC,Destroyed
8/14/2016,United States,38.840555,-92.0025,FTT,Airplane,N78242,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/11/2015,United States,39.975,81.5775,CDI,Airplane,N85664,AERONCA,7AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/10/2015,United States,44.593889,-114.818334,U72,Airplane,N732YQ,CESSNA,T210M,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/6/2015,United States,40.186111,-74.123611,BLM,Airplane,N179BA,CESSNA,152,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/1/2015,United States,43.113333,-89.533334,C29,Airplane,N777XX,LANCAIR COMPANY,LC 40 550FG,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/10/2016,United States,37.239166,-76.716111,JGG,Airplane,N9297J,PIPER,PA-28,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/18/2013,United States,43.314167,-83.711389,66G,Airplane,N4756L,PIPER,PA 28-180,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/16/2013,United States,45.779167,-111.155556,KBZN,Airplane,N4988M,PIPER,PA 11,FALSE,1,Unknown,Personal,VMC,Substantial
9/22/2013,United States,44.401111,-92.6875,6MN7,Airplane,N94303,CESSNA,182Q,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/19/2013,United States,28.228056,-82.155833,ZPH,Airplane,N538HB,MCDONALD HOWARD BRIAN,ZENAIR 701,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/15/2013,United States,37.747777,-97.221111,KAAO,Airplane,N610AS,EMBRAER-EMPRESA BRASILEIRA DE,EMB-500,FALSE,2,Turbo Fan,Positioning,VMC,Substantial
10/16/2013,United States,42.983334,-74.516667,3NY7,Airplane,N68VF,FULLER VAN L,SONEX,TRUE,1,Reciprocating,Personal,VMC,Substantial
10/20/2013,United States,37.692222,-121.825,LVK,Airplane,N15TA,AVIAT,S2,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/13/2013,United States,35.081667,-92.4325,CWS,Airplane,N667J,JABIRU USA SPORT AIRCRAFT LLC,J230-SP,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/6/2013,United States,40.77,-80.391389,BVI,Airplane,N3940H,ENGINEERING & RESEARCH,415-D,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/10/2013,United States,42.041944,-101.058889,PVT,Airplane,N611WE,SWEDENER,RANS S-6ES,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/11/2013,United States,40.041389,-76.201944,S37,Airplane,N691LB,JOSEPH BENDER,MUSTANG II,FALSE,1,Reciprocating,Personal,VMC,Destroyed
9/8/2013,United States,45.015833,-91.4375,PVT,Airplane,N23683,TAYLORCRAFT,BL 65,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/8/2013,United States,40.333056,-75.122223,DYL,Airplane,N57JK,PIPER,PA-31P,FALSE,2,Reciprocating,Personal,VMC,Substantial
9/5/2013,United States,26.586389,-81.863056,FMY,Airplane,N210WS,CESSNA,210J,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/2/2013,United States,42.146944,-88.515833,55LL,Glider,N2668H,SCHWEIZER,SGS 2 33A,FALSE,0,None,Instructional,VMC,Substantial
9/4/2013,United States,43.874445,-96.1325,PVT,Airplane,N7393W,PIPER,PA-28-180,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/4/2017,United States,43.090277,-88.178056,02C,Airplane,N311SD,Demmer,BD-4,TRUE,1,Reciprocating,Personal,VMC,Substantial
12/23/2016,United States,42.665556,-83.420556,PTK,Airplane,N1337H,AERONCA,15AC,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/29/2016,United States,46.884722,-96.785555,ND48,Helicopter,N903SH,BELL,230,FALSE,2,Turbo Shaft,Positioning,VMC,Substantial
9/26/2016,United States,41.921945,-72.457222,7B9,Airplane,N8433Z,CESSNA,205,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/1/2016,United States,31,-89,LUL,Airplane,N499TG,PIPER,PA28,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/2/2016,United States,34.870556,-118.211944,L00,Airplane,N736LZ,CESSNA,R172K,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/6/2016,United States,44.221111,-73.7875,1I1,Airplane,N4584H,PIPER,PA 17,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/14/2016,United States,29.061667,-82.376667,X35,Airplane,N208KM,CESSNA,208,FALSE,1,Turbo Prop,Skydiving,VMC,Substantial
10/8/2016,United States,29.445277,-95.964444,ARM,Airplane,N704LE,CESSNA,150M,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/28/2015,United States,40.446111,-109.510833,VEL,Airplane,N2168D,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/19/2016,United States,29.1375,-83.046389,CDK,Airplane,N1827Y,CESSNA,172,FALSE,1,Reciprocating,Personal,VMC,Substantial
10/17/2016,United States,33.276111,-84.410278,8GA9,Airplane,N94919,TAYLORCRAFT,BC12 D,FALSE,1,Reciprocating,Instructional,VMC,Substantial
10/20/2016,United States,61.215833,-149.8525,MRI,Airplane,N7565H,CESSNA,A185,FALSE,1,Reciprocating,Positioning,VMC,Substantial
10/30/2016,United States,38.355278,-85.738055,JVY,Airplane,N411HA,BEECH,100,FALSE,2,Turbo Prop,Personal,VMC,Substantial
10/31/2016,United States,27.943333,-81.783334,BOW,Airplane,N3941X,PIPER,PA32,FALSE,1,Reciprocating,Personal,VMC,Substantial
11/10/2016,United States,37.1375,-113.306944,1L8,Airplane,N1028Q,CARTER RICHARD L,BUDDY BABY LAKES,TRUE,1,Reciprocating,Personal,VMC,Substantial
11/22/2016,United States,34.164444,-117.665,CCB,Airplane,N6912C,PIPER,PA 28-181,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/27/2015,United States,46.718056,-94.376111,PWC,Airplane,N30341,PIPER,J-4A,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/25/2016,United States,39.549444,-87.369167,3I3,Airplane,N17SK,CESSNA,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/20/2016,United States,42.908889,-77.325278,D38,Airplane,N51TM,MANTELL ALLAN T,KITFOX 4 1200,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/23/2016,United States,46.731111,-120.699444,4S6,Airplane,N945PL,SIMMONS NOEL,SDL,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/11/2016,United States,35.502778,-92.198055,1AR6,Airplane,N1665B,MAULE,MXT7,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/21/2016,United States,25.645277,-80.432778,TMB,Airplane,N94939,CESSNA,152,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/24/2016,United States,41.378889,-79.857222,FKL,Airplane,N8120S,CESSNA,150,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/24/2015,United States,43,-83,3DA,Airplane,N7987E,CESSNA,150,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/10/2015,United States,31.248333,-82.395277,AYS,Airplane,N42667,CESSNA,182L,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/7/2015,United States,37.505278,-77.319723,RIC,Airplane,N144ME,CESSNA,172S,FALSE,1,Reciprocating,Instructional,VMC,Substantial
3/5/2015,United States,34.014444,-118.451111,SMO,Airplane,N53178,RYAN AERONAUTICAL,ST3KR,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/4/2016,United States,47.266945,-122.067778,51WA,Airplane,N244SF,AMERICAN CHAMPION AIRCRAFT,8KCAB,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/3/2015,United States,34.095277,-117.235,SBD,Helicopter,N4003S,ROBINSON HELICOPTER,R22 BETA,FALSE,1,Reciprocating,Personal,VMC,Substantial
3/3/2015,United States,34.515278,-117.761944,CL13,Airplane,N756AC,CHRISTOPHER JON BROWN,STOL CH750,TRUE,1,Reciprocating,Personal,VMC,Substantial
3/1/2015,United States,60.365,-146.183889,CKU,Airplane,N4449P,STINSON,108,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/27/2015,United States,40.4375,-104.633334,GXY,Airplane,N715AK,ARNOLD,ZODIAC CH 650,TRUE,1,Reciprocating,Instructional,VMC,Substantial
2/24/2015,United States,33.688611,-112.081945,DVT,Airplane,N963WW,PIPER,PA 28R-201,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/9/2016,United States,44.414722,-115.319167,U63,Airplane,N1403S,CESSNA,182,FALSE,1,Reciprocating,Instructional,VMC,Substantial
6/7/2005,United States,47.166945,-122.016667,NONE,Airplane,N2751S,Cessna,150G,FALSE,1,Reciprocating,Personal,VMC,Substantial
6/5/2005,United States,36.399444,-79.128056,68NC,Airplane,N43536,Allegro,2000,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/15/2015,United States,45.619445,121.168334,DLS,Airplane,N93810,CESSNA,T210 - L,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/26/2005,United States,34.505556,-83.554722,AJR,Helicopter,N681BC,Hughes,TH-55,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/26/2005,United States,58.990277,-159.05,17Z,Airplane,N65MR,Piper,PA-31-310,FALSE,2,Reciprocating,Positioning,VMC,Substantial
5/25/2005,United States,37.435277,-95.646111,2K7,Airplane,N8337G,Cessna,150F,FALSE,1,Reciprocating,Instructional,VMC,Substantial
5/23/2005,United States,34.579167,-84.020278,9A0,Airplane,N17836,Beech,BE-36,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/17/2005,United States,31.9425,-102.201667,MAF,Airplane,N6037W,Beech,BE-55,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/14/2015,United States,35.433889,-119.057778,BFL,Airplane,N11LV,MOONEY,M20E - NO SERIES,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/15/2005,United States,32.223056,-87.613889,NONE,Airplane,N35920,Piper,J4E,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/14/2005,United States,37.081667,-121.596666,E16,Airplane,N1982L,Beech,C23 Sundowner,FALSE,1,Reciprocating,Personal,VMC,Substantial
2/13/2015,United States,27.813333,-80.495555,X26,Airplane,N112TH,ROBERTSON JAMES F,VELOCITY STD/RG E,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/11/2015,United States,39.193333,-119.737777,CXP,Airplane,N185NV,CESSNA,185 - E,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/6/2005,United States,34.213889,-119.094444,KCMA,Airplane,N6205N,Cessna,182R,FALSE,1,Reciprocating,Personal,VMC,Substantial
5/1/2005,United States,38.526667,-77.858889,CJR,Airplane,N1066M,Boeing,B75N1,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/25/2005,United States,41.708611,-86.317223,SBN,Airplane,N2833F,Piper,PA-28-161,FALSE,1,Reciprocating,Instructional,VMC,Substantial
2/9/2015,United States,35.728334,-118.419723,L05,Airplane,CFGQQ,CESSNA,U206 - G,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/13/2005,United States,28.293889,-81.439444,ISM,Airplane,N716SD,Cessna,172,FALSE,1,Reciprocating,Instructional,VMC,Substantial
4/13/2005,United States,36.436666,-99.520834,WWR,Helicopter,N7535S,Robinson,R44 II,FALSE,1,Reciprocating,Business,VMC,Substantial
4/10/2005,United States,41.921389,-71.952778,64CT,Airplane,N130MC,Clark/Loken,Christen Eagle II,TRUE,1,Reciprocating,Personal,VMC,Substantial
2/5/2015,United States,33.483611,-101.661111,F49,Airplane,N602PB,AIR TRACTOR INC,AT 602,FALSE,1,Turbo Prop,Ferry,VMC,Substantial
4/8/2005,United States,38.726667,-90.508056,1H0,Airplane,N36691,Piper,PA-32RT-300,FALSE,1,Reciprocating,Personal,VMC,Substantial
4/5/2005,United States,42.629445,-83.984166,OZW,Airplane,N215CF,Franz,RV-6,TRUE,1,Reciprocating,Personal,VMC,Minor
4/3/2005,United States,34.686389,-81.641666,35A,Airplane,N3064L,Cessna,310J,FALSE,2,Reciprocating,Personal,VMC,Substantial
4/2/2005,United States,40.85,-74.060833,TEB,Airplane,N169TA,Canadair,CL-600-2A12,FALSE,2,Turbo Fan,Executive/Corporate,IMC,Substantial
6/9/2016,United States,46.244722,-99.544722,6L5,Airplane,N6223W,PIPER,PA 28-140,FALSE,1,Reciprocating,Personal,VMC,Destroyed
2/4/2015,United States,37.141666,-78.969445,0V4,Airplane,N619GB,PIPER,PA 18-150,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/25/2015,United States,21.468056,-158.312222,JRF,Airplane,N422BP,CESSNA,172N,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/23/2015,United States,42.781389,-71.514167,ASH,Airplane,N35560,CESSNA,172I,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/17/2015,United States,42.742777,-86.107778,BIV,Airplane,N7061G,CESSNA,172K,FALSE,1,Reciprocating,Personal,VMC,Substantial
1/16/2015,United States,27.456389,-81.3425,SEF,Airplane,N511DS,SCHMIDT ALBERT D,AVENTURA II,TRUE,1,Reciprocating,Air Race/Show,VMC,Substantial
1/14/2015,United States,37.561944,-82.566389,PBX,Airplane,N32SN,SHANNON WILLIAM,RV6A,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/16/2016,United States,27.071111,-82.440833,VNC,Airplane,N145AT,AIRTIME AIRCRAFT INC,CYGNET,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/21/2016,United States,41.106389,-92.449722,OTM,Airplane,N3803T,PIPER,PA28R,FALSE,1,Reciprocating,Instructional,VMC,Substantial
9/17/2016,United States,39.047777,-122.895555,1O2,Airplane,N111W,GRUMMAN,G44,FALSE,2,Reciprocating,Personal,VMC,Substantial
9/19/2016,United States,44.705556,-73.245555,VT15,Airplane,N4681M,PIPER,PA 11,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/24/2016,United States,61.754167,-150.051389,UUO,Airplane,N743R,PIPER,PA18,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/16/2016,United States,35.618611,-78.699166,5W5,Airplane,N4002T,BEECH,B23,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/27/2016,United States,33.601389,-95.073611,LBR,Airplane,N8024J,RANS,COYOTE S 4,TRUE,1,Reciprocating,Personal,VMC,Substantial
9/2/2016,United States,43.170834,-97.300556,Y14,Airplane,N676DT,AVES DOUGLAS JAMES,RV 6,TRUE,1,Reciprocating,Personal,VMC,Destroyed
8/30/2016,United States,43.594444,-96.732778,FSD,Airplane,N23583,BEECH,V35B,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/28/2016,United States,46.727778,-113.652778,RC0,Airplane,N9936T,CESSNA,182,FALSE,1,Reciprocating,Personal,VMC,Substantial
9/1/2016,United States,61.213056,-149.84,MRI,Airplane,N52950,CESSNA,172,FALSE,1,Reciprocating,Instructional,VMC,Substantial
1/11/2015,United States,39.991389,-104.593333,CO12,Airplane,N82828,PIPER,PA 28RT-201T,FALSE,1,Reciprocating,Personal,VMC,Destroyed
9/9/2016,United States,38.650833,-77.789722,7VG0,Airplane,N750SS,PACIFIC AEROSPACE CORP LTD,750XL,FALSE,1,Turbo Prop,Skydiving,VMC,Substantial
9/10/2016,United States,43.426389,-88.700833,UNU,Airplane,N1263K,LUSCOMBE,8,FALSE,1,Reciprocating,Personal,VMC,Substantial
8/18/2014,Bahamas,26.595,-78.790555,MYGF,Airplane,N340MM,CESSNA,340A,FALSE,2,Reciprocating,Business,VMC,Destroyed
8/5/2016,United States,61.569723,-149.546111,IYS,Airplane,N1839Z,CESSNA,210-5,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/6/2016,United States,42.328056,-72.611111,7B2,Airplane,N3783M,PIPER,PA 28R-201,FALSE,1,Reciprocating,Instructional,VMC,Substantial
8/4/2016,United States,43.1275,-85.679167,8D4,Airplane,N18PG,GILCHRIST,PA14EXP,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/7/2016,United States,39.027223,-119.603333,MEV,Airplane,N11DY,AMS FLIGHT,CARAT A,TRUE,1,Reciprocating,Personal,VMC,Substantial
8/6/2016,United States,40.495833,-82.902222,3OH7,Airplane,N2601Y,CESSNA,180,FALSE,1,Reciprocating,Personal,VMC,Destroyed
8/17/2014,United States,40.728611,-73.413333,FRG,Airplane,N292LC,CESSNA,R182,FALSE,1,Reciprocating,Personal,VMC,Substantial
